,tweet_id,tweet_en_translation
685,1528356885732155400,I haven't worn one in long time I swear it suffocated me  🥲
686,1528356349268074496,In closed places it's better that you wear a mask
687,1528356181080784896,I forgot when was the last time I wore a mask 😅
688,1528355979397672963,What does mask mean 😬
689,1528355957155168258,Let me wear it first to wear it after this statement
690,1528355098618957824,Yes in closed crowded places
691,1528354955823919105,It's been a month now that I don't wear it
692,1528354904821096448,I haven't worn it since before  👍
693,1528354778312581122,Praise be to God I have cancelled it a while a go
694,1528354591762436096,No I will not wear it
695,1528354175892979713,Yes I will wear masks in closed places.....
696,1528353566016118789,Yes; it's already a part of customs and traditions  😁
697,1528353301837795330,There is this thing called voting on twitter
698,1528352656183414785,"The disease still exists, people with chronic diseases and the elderly you have to be careful.. May God protect us all"
699,1528352354763956226,No I swear I'll never wear it
700,1528352086320197633,People didn't wear it before so now 😂
701,1528352062144143360,I didn't wear it when I was obligated to but you want me to wear it now
702,1528351633465298944,I wear it instead of niqab 🙈💆🏻‍♀️
703,1528351590687592449,We didn't believe we got rid of them.
704,1528351048406118405,Of course
705,1528350518971617280,Of course I don't wear the mask
706,1528349970465693702,Only for the places that need hiding 😜
707,1528349717503041536,Yes to avoid some people's smell and it's summer 😂
708,1528349711312330753,We don't know
709,1528349262232305664,Frankly one is now embarassed to walk without a mask on
710,1528349226211713026,They gave you a break becausethey know that smallpox will spread 🐒
711,1528348608248045569,What do you think you genius boy? 
712,1528348422067130371,What does mask mean?
713,1528348420313858048,Yes 🫶🏻
714,1528348403335417857,at the souq yes
715,1528348231394025472,Yes.. 🤷🏻‍♀️
716,1528348040603570176,Until the pack that I have finishes 😂.
717,1528347880305610753,We haven't worn it since a long time ago
718,1528346457736204289,Never at all
719,1528346188159778817,No of course
720,1528346098112376832,No 😊🌹
721,1528345774320500737,Personally I will wear it
722,1528345300506656774,Where is the trash?
723,1528344174843547649,When I go ask for someone's hand
724,1528344168946442240,I wear it if the weather is dusty
725,1528344128865583105,They lifted the restrictions so that they now work on the new disease and create restrictions other than the Corona virus's They already saw that people now started to understand the situation
726,1528343283369447425,No We now don't wear masks 
727,1528343070818828288,We've gave people up wouldn't we give up a mask 🌚😂
728,1528342433955729408,And did I wear it to begin with 😂😂
729,1528341899756675072,I didn't wear it before
730,1528341723021189120,Of course at some places and occasions there is no way but to wear it this is for my own good Not only because it was fear of a ticket or an entry refusal
731,1528341140713390082,"Of course not and a thousand no, I mean have masks protected us, we are fooling ourselves... A virus that we can not see with our eyes... A mask would drive it away..."
732,1528341067594190849,6 pieces are left with me
733,1528340759065284608,"Of course, it is useful at times of gatherings and whenever you're in an environment with polluted air"
734,1528340684457005059,No..Before the Corona virus we didn't use to wear it on streets or malls but only during work.. We'll go back to how we were if God wills
735,1528340667566522368,For me I'll wear a mask because it covers for me when I don't brush my teeth or when I have boogers
736,1528340529162895362,We'll wear it till the pack gets emptied 😄
737,1528339975321812997,"Yes and for me I must, especially in gathering places. But frankly you'd feel that you're strange to people because most of them don't wear a mask and are surprised by you 😷"
738,1528339702201434113,Then why did they lift the restrictions if we'd wear masks?
739,1528339640322822144,Yes especially in hospitals
740,1528339431643656202,So now do the people who want to travel need a vaccination certificate or is it already cancelled?
741,1528339193679716355,I haven't worn it for a while 
742,1528338912829132801,I swear I haven't worn the mask for a while 
743,1528338699662106625,The people who say yes either don't have a brain or they're out of service. Oh human why did I then get vaccinated 😂 It's true that whoever want to fool people should come to Arabs as they get fooled easily 😂😂
744,1528338133745541122,So this heat isn't enough so we even wear masks 🙂🙂
745,1528337113686614019,No
746,1528337069226999809,I swear that I won't wear it 😂
747,1528336660601229313,In case I was sick I'll wear it
748,1528336282841231360,Let the time now wear it
749,1528335807177797632,We even before the restrictions were lifted don't wear it 😂😂😂
750,1528335656384180225,I'll wear it so that I don't talk to anyone when I go in Ibri's malls 😎
751,1528335469544673282,We've got used to it
752,1528335458626899969,lol
753,1528335429069684737,"Latetly I've been attending classes without a mask, no one is committed to begin with 🤝🏻"
754,1528335218481971201,I wore the last one in the pack today 🤔
755,1528335201658609664,Yes Yes
756,1528335187192467456,Time now wears it ❌❌😂
757,1528334673792884737,They brought for you another one monkeypox and now they're looking for vavvinations for you
758,1528334371660476420,This is them getting ready to put restrictions on the monkeypox virus
759,1528334172439334912,What does mask mean
760,1528334119549259778,No 🤣
761,1528333877160431623,mask 🤔 wasn't it a part of my face
762,1528333437769220096,Yes I'll wear a mask
763,1528333282450018305,No with a mask is better no one knows you
764,1528333260954247173,I think that masks became a healthy habit at some crowded places or hospitals or in dusty weather I mean in some cases it became a necessity 
765,1528333158843826176,I think it's necessary to wear it
766,1528333123792019458,We want it to be mandatory in Fajr prayer
767,1528332815686938624,No
768,1528332804282540032,In general I will not wear it
769,1528332766844166144,Sometimes
770,1528332754026475520,Yes
771,1528332652792651776,Yes
772,1528332499469877248,Yes when there are symptoms of a cold
773,1528332475235180544,I haven't been wearing it for two months
774,1528331964406702081,Yes I wear it especially in hospitals and the filthy places pecause the masks are a protection for you
775,1528331810291302402,No your safety
776,1528331094055178242,If you borrow money from someone and you see him in front of you wear a mask so that he does not recognize you
777,1528331074035666945,Yes yes I wear a mask
778,1528330510992285697,"Yes, we'll go remove our mustache now 😂😂😂"
779,1528330510358962176,"I see that it is better to wear masks only in hospitals, "
780,1528330390758338560,No  😭😭😭😭😭
781,1528330280557215745,"We didn't know masks before the Corona virus, but now that we got used to it, There are some places that we need to wear masks in, and at some times when the weather is dusty"
782,1528330172658860032,It's hard to leave masks now that we got used to them. Nothing but to start wearing Niqab
783,1528329538803056646,Yes if I haven't shaved
784,1528329195717263361,Yes 🙂
785,1528329118231699456,"It became a trend, especially for girls"
786,1528329065857441792,Time is the one to wear it
787,1528328696456699905,Now whoever wears a mask I suggest give them a ticket 😎✌
788,1528328645227560960,Of course not
789,1528328408631066627,No and no and no
790,1528328405380481025,"Yes, at gatherings, shopping, and visiting patients in hospitals. We got used to it, and may God protect us all"
791,1528328372052451328,I will only leave the Wizar on
792,1528328152795209728,I will not give up my mask no matter what happens
793,1528328144201125888,we haven't been wearing it since a long time ago 
794,1528327941142331392,I have a number of packs of masks Can I get my money back  😂😭
795,1528327927905001473,They will be useful for 
796,1528327707628650497,No... I took it off a long time ago. May God not bring it back.. I can't breathe
797,1528327703962828802,They thought we didn't wear it unless someone forced us to 🤡
798,1528327636090556416,I am hesitant about whether to wear it or not
799,1528327615769104385,"Of course, even though the restrictions are lifted, the disease isn't gone"
800,1528327547527757825,No I couldn't belive God saved us from it 😍😍😍😍😍
801,1528327537625112576,"I see that a mask is suitable for women, it gives them modesty and beauty. It's supposed to be mandatory for women 😆😀🤪"
802,1528327520910819328,"Yes, "
803,1528327502011285505,A mask became like a burqa. It is criticized to go anywhere without wearing a mask 😂
804,1528327292774232064,I will wear it
805,1528327079951052801,"God is my witness, I will wear it"
806,1528326948694392832,Most people have a pack or packs that aren't empty yet. They will wear them 🌚😁
807,1528326892817985536,The mask is within a close distance between
808,1528326814229217282,"No, no need "
809,1528656561845030912,"There is no rain, that's why. We ask God foe wellbeing"
810,1528643168710819840,electricity companies are ready to calculate as they please now. 
811,1528623231556632576,"On the contrary, today is less than yesterday"
812,1528612816751558657,Nice
813,1528575723644104704,May God bless you with good news on this burning news
814,1528561011829231617,"So hot, praise be to God, lord of the Worlds"
815,1528444831248564225,We're dead
816,1528418407372181506,Oh God have mercy on your servants.
817,1528416193215877128,Oh Protector
818,1528409609416867840,50?!!!!! 50? We'll die ^^ it's a metaphor
819,1528408097043226625,As if it's the first time reaching 50 It's summer does he want snow
820,1528407478949621760,"Come to Salalah, the weather is nice"
821,1528372188449058816,I'll drink tea and that means I'll drink it even if the temperatrure was a million degrees.. Nothing stops Omanis lol
822,1528371790128599042,I bought a new air conditioner a month ago and it cools down. And today it didn't Here I knew that the temperature has risen
823,1528365520684257282,What is the use of scaring peoplw and spreading the news of as if we suddenly came from the north pole??? All the forecast and amateurs accounts have no new other than that tomorrow the temperature will reach 🔥
824,1528354456831635456,It's better for the fruit ripening  🥹
825,1528344959346257921,My question
826,1528342706723860481,It reached 52 an hour ago in Al Amarat
827,1528339597251559424,Salute to the strugglers in military training 🫡.
828,1528336505986498560,"There supposed to be a holiday in case it reached 50 degrees, why is it not being implemented"
829,1528335653687140353,Even if it reached a 100 we still go to workin the sun ...and if we didn't go our salary will
830,1528331122282795013,We're gone.
831,1528325219751960576,May God help us. When you go out you get soaked in humidity You go back inside with the AC and it breaks your bones 🙃 and you feel tired
832,1528325154094317568,Summer hasn't started yet 😁🔥
833,1528324940910497792,We'll get lit up🔥🔥🔥🔥
834,1528324133112668161,May Lord help us and and have mercy on us in this weather Don't neglect drinking a lot of water
835,1528320259328983041,"These are natural factors and electricity companies are supposed to consider them too I mean have mercy on those on eart, and those in the heavens will have mercy on you"
836,1528319619034931200,50 is good
837,1528318963301732353,if it wasn't 60
838,1528318606362169344,and does the work stop? It's as it is in law
839,1528317117510164480,Today at 7 am I got out of home going to work
840,1528316780426534912,In this weather even if you drink Karak it's considered cooling yourself down
841,1528315954412797952,Oh my This is around 70 not 50
842,1528312022298939393,"Excuse you, some places are"
843,1528310961572126720,Where are those who wanted summer to come 🫥
844,1528310893070671872,"It'd be good if they reduced working hours, the people who are all the "
845,1528309469276430339,It's even okay to drink Karak
846,1528308677031108608,May God help us
847,1528308476337963010,In this heat we need Karak☕🤎💁‍♂️!
848,1528307866108669952,The temperature is over fifty and they still hide it Until when the 
849,1528307764849741824,Nice weather
850,1528306625945260032,And what was it that just happened the past two days?!!
851,1528306544865050624,And is the temperature our only problem
852,1528306034258976769,perceptible heat
853,1528305838925938688,Oh peace With a cup of Bengali Karak
854,1528305449354903553,Just as the cold reminds you of delinquency I hope heat reminds you (......) 🌚 
855,1528305388399038465,It's summer so the rise in temperatures is natural
856,1528304366133944321,No one is supposed to go to work A holiday
857,1528043154573860864,What is the suitable age for our kids to own a smartphone?
858,1528397539766157315,"The age doesn't determine when the child is able to get a cellphone, but brain is the one to determine."
859,1528280664969293824,"Maybe in highschool, a Nokia"
860,1528269886107049984,By the end of grade twelve. Unless 
861,1528260964025524225,After completing formal education.
862,1528252848785563648,It's better when he is in or high school
863,1528249442771652608,"Nowadays, by the age of 10, that is, in grade five, because the need of the internet and the communication with the teacher is necessary, especially with the Corona virus period.  "
864,1528245428914995200,My kids have IPads but they can't control them without my permission
865,1528245237704974336,The suitable age is 18 and over
866,1528239187446616065,after high school for someone who wants the best for his kid
867,1528238728854097922,15 years with the supervision of the parents
868,1528236358740893696,His third day from birth
869,1528236178759200768,18 years
870,1528235761509838849,two months
871,1528225583779532805,15 years
872,1528209246067863552,When he finishes school
873,1528190571365400581,"To the ones who say high school, diploma, and the age of 18, if you have kids this is nonsense, your kids have phones "
874,1528176284404174848,Via the mother and father
875,1528119980167921664,"I see that the suitable age is 18, even though I got it at an age before than that, but I'm regretful and sorry"
876,1528100614001016834,17 years
877,1528080006475399173,after highschool
878,1528079384745238529,on judgment day
879,1528072806713409537,Since his first day in life
880,1528070743548137472,after highschool
881,1528068449108475904,6 years
882,1528068355755745283,a month
883,1528066849816068097,I didn't have a phone before I started work and I really thank my mother for her policy in this field but I don't know what is best for the new generations
884,1528064882150612993,When he finishes school and enters university
885,1528064503379795971,a year
886,1528064029771587584,19 years
887,1528062793303437317,90 years
888,1528062622666567680,"If your question was before 2022 I would've answered you, but your question is in 2022 so a 12-year-old person will reply to you and tell you when the right time is for someone to own a phone. And maybe even less than 12 years old"
889,1528062081110618114,"When you get a baby you'll know. And remind me then if your words will come true, doctor"
890,1528060113646387206,18 years
891,1528057397973073925,after high school diploma
892,1528052832607289348,It's too late now
893,1528050935553044481,two months
894,1528050286606131200,after high school diploma
895,1528049746765545472,18 years after finishing high school
896,1528049507384053761,18 and above
897,1528049143276617729,By the end of high school
898,1528047566188855296,Since he's in his mother's belly
899,1528046007338119169,18 years
900,1528045839364591616,after finishing high school
901,1528045288979562502,after high school diploma
902,1528044909348929542,first year
903,1528044654100348934,When he matures and takes responsibility
904,1528044164654440449,When they finish grade 12
905,1528043849179865088,25 years
906,1528043362208579584,two years so that they become Japanese and invent things for us
907,1528043294000816129,When he finishes school
908,1528043268977696768,A year and a half
909,1529849619211030529,And I was wondering why did I turned out to be like this 👩‍🏫
910,1528220644919459840,A study of nonsense 😂 It's effective and safe
911,1528126133669179396,Glory be to God and praise be to Him But some people aren't even convinced by this saying if we notice women are smarter than men in everything whether it's management. Or taking responsibility as she is able to balance her life affairs and those of her children
912,1528112520120127488,Intelligence comes from the mother and stupidity comes from the father..
913,1528096263429840897,Glory be to God my thinking and beliefs previously were that the intelligence of the child comes from mothers and this study made me more convinced
914,1528074327270297600,Not accurate
915,1528062138928996363,Thank God because I'm honestly bad at studying  😂
916,1528027035624407040,I agree.
917,1528026486942355456,Thank God I'm now 
918,1528024131345711107,I don't think it's true.. I know distinguished mothers who became teachers.. and their kid's are average.. depends on the studiousness
919,1528009539555049474,Intelligence depends on reading books and Holy Quran and watching educational films and revealing everything around it That's how the kid will become smart and intelligent
920,1528001812862750720,"may God help,, That's why they're idiots"
921,1527997506059132930,Glory be to you God
922,1527976265646583808,Nonsense it's lies
923,1527961725210873857,It's natural because they spend most of their childhood with their mother
924,1527959458206437377,My kids are doomed
925,1527956130525323264,I want to believe it 😑
926,1527952416888569856,May God bring you good news☺️
927,1527946130713202689,If you wanted a woman look for an uncle for her even if
928,1527942542116937728,Okay dear
929,1527939557097865217,We're doomed
930,1527931934378164225,Okay
931,1527930894031458305,because they're with their mother all the time
932,1527930075320094720,It's a failed study I'd rather they slept instead
933,1527929456983166978,😏😏😏 When he saw that his kids are stupid he blamed it on their mother
934,1527928614221762560,one but it's stronger 😎👌🏼
935,1527928337850580992,Intelligence isn't inherited But books and science are the ones that creates it As an uneducated smart person has no use in life He's just like a fool
936,1527928194938052613,If the kid turned out to be dumb then it's his mother…..😅😅😅😅
937,1527927107531177985,Thank God A worry was removed 🥴
938,1527926839712399360,then may God help those kids 😅
939,1527924212324876288,Thank God that they inherit their intelligence from mothers... lol
940,1527923765845405706,🔴  And so kids also inherit stupidity from their mothers..
941,1527920095107895298,True and I witness
942,1527918426194382849,Most people at our time will inherit their intelligence from the home maids
943,1527917598888939521,Thank God 😅😅
944,1527914067133964290,The most reassuring study 🤣
945,1527913843741057025,May God bless you... This is the first study I that I like and thank God May it be trusted so we can insure their intelligence 
946,1527913589176156160,Yes I swear and I witness
947,1527913448348307456,The most important thing is that they don't inherit their stupidity from them 🙂🙂
948,1527913378496319489,a crap study 
949,1527913377074491393,Each person has his own intelligence the father and mother are only mere factors
950,1527912882628874242,"And if the mother is 0 intelligence It's irrelevant,, kids inherit everything from their father and their mother even stupidity and clumsiness"
951,1527912710293311489,No oh sheikh 😂
952,1527912333678366720,There's no such thing as inheriting intelligence.
953,1527911245612990469,It's all nonsense 🙃👍
954,1527911202713702401,Are you saying the father is a board!
955,1527910851927236615,So when your son turns out to be dumb don't say he took it after his father😂😂😂😂😂🚶‍♀️🚶‍♀️🚶‍♀️
956,1527910774571671553,I swear You can't rely on those studies😉😉
957,1527608603967987712,Thank God
958,1528149662070448129,First of all The one who keeps mocking and everyone who comments whatever is going on in their head.. Okay why all of this
959,1527673416148467712,May God bless him with good health. But I think that out of joy his heart couldn't take it. Or maybe the woman has prayed A wife's heart is the same as that of a mother She feels it.
960,1527606862526484480,my linking of subjects
961,1527590042750926854,The halal is 4.... Why does he only take one
962,1527572770783170561,There are no more new so they started getting into the reasons and the causes Oh my What would those who can't find a job do if it wasn't for this
963,1527532112924053504,Let them be gentle with us We have had strokes because of them and we haven't seen any change in them towards us
964,1527471871624609798,This person had got a stroke and others died after only hours or days from their wives death
965,1527449335125925923,Oh doctor At this situation we're all strokes
966,1527392322417213441,I haven't understood how the woman is traveling I mean did she go by her own or what Maybe this woman is traveling without his permission or without him knowing in spite of him and it could have been what caused him a stroke out of the resentment
967,1527388181921861632,Every time I open it I find this tweet circulating
968,1527384147949404160,And glory to love no matter where it reaches..
969,1527375222579441679,"May God bless him with good health and heal him from what he's suffering from, for real this type of "
970,1527365203880316928,Did she arrive at her destination or did she come back again?! This alone is costly
971,1527358062025068550,This man is out of Disney for sure
972,1527353301901070356,This is the outcome of extreme happiness 😵‍💫
973,1527353275229478912,and of love there's that that kills.
974,1527351065792114688,What's does it have to do with being gentle with men
975,1527343796660252672,A man gets a stroke before marriage and if his lover traveled without him but after marriage they feel relieved when their women travel Is it sensible that he has got a stroke only because she's traveling and will come back?? Of course it's for other reasons and fatigue and life's accumulations on him but because she traveled God how romantic this husband is 🙆‍♀️
976,1527336956555714572,We know what the reason is Say whatever  you want People know the vaccine causes strokes I swear no one believes you 🤣🤣
977,1527330490981978112,As if the wife is traveling for the first time!!
978,1527330102819708949,Poor him It seems like he had an extra dose of happiness
979,1527330025942679553,Are t
980,1527317693317382144,And why have you turned the subject to jokes ??
981,1527315565131755527,Oh time of wonders Men became fragile
982,1527311545193025536,It must be out of joy He didn't believe she'd leave
983,1527307644683558912,Then why don't he travel with her when his heart is lovesick
984,1527306023744196608,Some strokes happen out of joy  😅
985,1527304960102215682,So what happened?
986,1527304089259782149,Sorry guys Why are most of the comments negative and denying men's love for their wives.. I don't know you and you don't know me..but the first time I traveled away from my wife I thought that I might not see her again and I cried...Some wives feel like mothers despite their young age and what's between you is way beyond love... Oh God protect my life partner for me
987,1527303897660149760,Repentance
988,1527288091425136641,Out of joy
989,1527287782254776320,His lover has left him and he's got a stroke
990,1527280697831895040,It's impossible for this to be in Oman  🤭
991,1527277265284833280,"Out of joy, the poor man got a stroke"
992,1527276314407084034,Women want a robot that takes them on all the trips + empty your pocket Of course he'll get a stroke
993,1527275539312312320,I love the tweet
994,1527274983264862208,He had a stroke out of joy.. Think good of women
995,1527272320666148865,She told him wait for me I'll check the flight time and come back to you and she left and he had a stroke 💔🥲
996,1527267499619786752,What's happening 
997,1527265076323000321,This is the same photo and they said it's because of the vaccine
998,1527265052033798145,He loves her
999,1527264018125266945,Romeo 🦔
1000,1527259468748161024,too much it's too much... Maybe he ate a lot of fats and doesn't work out nor drink water..
1001,1527258705410113537,The distance between us wasn't 
1002,1527257323768627200,poor man He's sad to say goodbye to her
1003,1527256007231127552,And the hero sings on the hospital bed
1004,1527255605177683968,The man was about to die now Why are you happy
1005,1527254318616825857,In the name of God
1006,1527254162655924224,Men have feelings and women don't have feelings
1007,1527254008968237062,literally a tough time 😪
1008,1527253532981841921,He was overly happy May God have mercy on him😂
1009,1527252898345885698,Now I want to understand who writes this news
1010,1527251422261219331,The separation from your loved ones is the real cause of heart attacks.. not the vaccine of lies😂
1011,1527250470825340930,It seems like he had a stroke out of overjoy 😂
1012,1527250035603345409,And who is her traveling partner
1013,1527248992643448832,"It's doesn't necessarily have to do with parting from his wife, A stroke can be because of many reasons and of course sadness is one of them"
1014,1527246703740571650,He had a stroke out of joy
1015,1527245989052141568,Oh peace on beautiful love and nice company
1016,1527245923784572929,I seek refuge in God😂😂
1017,1527243857859170304,Being gentle is to animals and women but men are not counted on earth
1018,1527243170702057472,Maybe she took away his money
1019,1527242945086345217,What does be kind to men means What does the stroke have to do with it and his wife is traveling Explain it to us
1020,1527241876809691136,Maybe out of happiness he got a stroke lol
1021,1527241355516383232,And how did the doctor know that the reason is that his wife is traveling!
1022,1527239347761717248,I seek refuge in God He would have still got the stroke
1023,1527238699905437696,maybe out of joy 😆😆😆
1024,1527237906783424514,My eyes are tearing up because of the news  😔
1025,1527237081445060610,poor lion
1026,1527236967695515648,Who knows maybe she's sick and traveled for treatement 
1027,1527236594536685568,😏😏😤😤
1028,1527236172887560193,The subject involves the innocence of the sacred 😉
1029,1527235485772533761,taming men
1030,1527235116686356481,lol just because he couldn't stand being separated from her 😁
1031,1527234970619678721,My feelings tell me that the man got a loan for his wife and she said I will travel with my family If you want me come to my homeland
1032,1527234525935411200,Every day a doctor comes to us with an announcement 
1033,1527233951198322690,Oh poor man I swear
1034,1527233347684077568,Now I thought it was a joke turned out it's not 😹😹
1035,1527232276123238401,I don't know whether the doctor wants to humiliate and make a joke out of himself or if he really like this?
1036,1527232242023530497,😂😂 Where is she going now Let her go back to him
1037,1527231274011828224,Those who travel do not get strokes 😎
1038,1527231202276548611,You should do cupping men
1039,1527231116675059712,What's this nonsense
1040,1527230513370615808,In contrary to girls when a man loves he loves from the bottom of his heart🦦
1041,1527230302921310208,Yes be gentle to them
1042,1527229895759347712,May God have mercy on him. Okay what's the point of be gentle to men I didn't get it did she cause him the stroke or what? People will die when their time comes Nothing has to do with be gentle and don't be..
1043,1527229764502704130,woe to him
1044,1527229763219345411,Maybe out of joy
1045,1527229451783790592,So now did he die or is he at the hospital poor man He has a weak heart 😢
1046,1527229072673234945,He probable loves her
1047,1527228939957063680,I swear to God it is 
1048,1527228741684015104,One of the tweeters was asked to reply to all people 😂😂😂😂🙄
1049,1527227921890521088,Okay maybe he got the stroke because of the vaccine How would they know when she traveled In the contrary He will have a peace of mind for a few days This guy's wife got this from her husband and my sister got gold Maybe he had the stroke out of joy
1050,1527227286868598784,And there's love that strokes you
1051,1527226762727407616,Out of happiness that he got a break from her
1052,1527226331456581634,He got it out of joy
1053,1527225721319481344,I think it's because of the overwhelming joy🤩😂
1054,1527225153150717952,What's his nationality 🤣
1055,1527225074545221634,They should write it as one of the rare cases that happened to men 😂
1056,1527224672428900353,out of overjoy
1057,1527223917651365890,unbelievable 😅
1058,1527223248836079617,poor man 😢 . Okay now I want to know when his wife heard about the news did she come back or did she went on with her trip
1059,1527222412298919937,😞☹️ May God bless him with good health
1060,1527221884890365952,Okay the man has the tweet on his account No need to copy paste again
1061,1527221839050821633,Misfortunes at their worst make us laugh 😂😂😂😂
1062,1527221777432301568,Go easy on men lol
1063,1527221452520534018,Maybe he wanted to travel with her
1064,1527221006338859011,And then a donkey comes running from afar saying a man has no feelings 🥵🏃
1065,1527220802470531078,it's either out of joy or that he borrowed money so that she has fun and he pays the installments
1066,1527220742194089986,You drained the comment about the Spanish man and the Spanish man
1067,1527220686984454145,I swear the stroke he had is because she's emptied his pocket not leaving a single Baisa That's why he had a stroke no love and no nothing
1068,1527220610459439106,Maybe he got sick of her all the way
1069,1527219855933509632,😏😏you mean the contrary
1070,1527219767198769153,Now this one had a stroke because of love Praise and thanks be to God and may God help the man and bless him with good health
1071,1527219186220539904,May God bless us with this love 💙
1072,1527219178717040641,"May God have mercy on him, he couldn't stand losing her"
1073,1527827240809029633,No problem in laws will be brought for him don't you worry intended
1074,1527527836415844353,Your words are true
1075,1527507147252285440,You could have said low wages You don't need to specify 350 Now even the one who used to give more will be encouraged to reduce salaries 👎🏻👎🏻
1076,1527499969187430415,They're contradictory When the statement came out by the ministery undersecretary they said the minister didn't discuss it with us and got upset and now after a while he comes to say we're better than other countries God is the helper.
1077,1527496942560886787,Neither tourism nor economy will be with us on these salaries
1078,1527448314744037393,Where is the official let him try this salary for a few years and he'll know how!
1079,1527434405266046987,nepotism is the most important thing at this time🥱
1080,1527187274747678720,Wake up 
1081,1527184256652410880,God's curse upon every official whose concern is to make citizens sick with negative news.
1082,1527183241429540866,Both sectors aren't attractive anymore
1083,1527183040597872641,And they dare to ask why people suffer from stress
1084,1527182522337075200,For how many years have we been hearing about several meeting and consultations that are all in vain
1085,1527182385699246080,We don't want a pay rise or anything else Don't tire yourselves by the meetings and studies
1086,1527181901244555264,Such a decision will limit the desire of young people to study at university.
1087,1527181427858624513,What is this Teachers are resigning and students are dropping out of school to help their families
1088,1527181061255569409,This is not good
1089,1527180833160830977,Now I got why our colleagues have pressure It's because of those news you come with 😂
1090,1527180317022371840,And what about those who got employed before this statement how much is their salaries?? More than 900 rials and the one who didn't get a job and is a graduate just like his colleagues gets 325 or 500... Tell me about justice
1091,1527179753685385217,Congrats
1092,1527177860284309505,I swear they have failed so bad Pray to God to rid us of them and their mentalities
1093,1527177803912957953,It will reduce students' desire for university education
1094,1527177151463800832,Oh how nice 🙂🙂
1095,1527177117733101568,"In Oman there's nothing that has been agreed upon like the officials' statements as if they were siblings, They are in total agreement on anything that is against the citizen"
1096,1527176497030627328,This is contradictory We didn't know you
1097,1527176290670985216,Meaning that the degree has become worthless in hiring! Honor the holders of certificates and knowledge!
1098,1527176146365960193,Is this the approach of justice
1099,1527176128233889798,May God have mercy on you Qaboos bin Saeed and have mercy on your days
1100,1527176035959296009,The minimum wage is supposed to be 600 rials becuse of the situation we're living and the high prices and taxes and bills
1101,1527175655233814528,325 don't make a decent life for an individual
1102,1527175621260062720,Lol
1103,1527247684242968576,We're doomed
1104,1527189581761765376,hhhhhhh
1105,1527000724546125824,Again
1106,1527211998416707584,no comment
1107,1527157948279136258,God forgive me
1108,1527198118621618176,Impossible
1109,1526874237893476352,Impossible
1110,1527374523082780682,"watch the interview, and he mentioned lots of reasons"
1111,1527374352273944606,"It was mentioned today by Nabhan Al Battashi in the radio, they don't have any probable reason.. except that the company owners are foreigners."
1112,1527273040739975168,Is it possible that the government doesn't know about companies lay-off?! ()
1113,1527160243704283136,"The problem is that the Ministry of Labour and the law itself gave the foreigners the right of ruling the country, and we don't really know if Oman is led by Omanis or is it just an outer frame and in reality it is ruled by a foreigner."
1114,1527139987485073411,His fault is that he is an Omani citizin living in the third decade of the twenty first century.
1115,1527139396935368704,"His fault is that he doesn't shake his head while talking, and his fault is that he doesn't know how to say that he know every thing, and his fault that he is not better than anyone else."
1116,1527117776653099009,The worst decision that the Ministry of Labour took was the 325 Rial salary that caused people getting laid-off their occupations.. other than that there isn't any deterrent penalties for companies.. Laws aren't helping citizins as much as they are adding on companies balance.
1117,1527038445205463048,His fault is the he is Omani?!
1118,1527025822455963650,"Don't count on her, if she was the minister she would make the salary 99 Rial."
1119,1527005851294236672,This might be just for show.
1120,1527004738906120192,Why don't they let youth work outside the country?
1121,1526982020387176450,His fault is that there is no clear legal article that protects him from company owners whom are the accoutable originally.
1122,1526979527691456518,In short... people in charge vindicate that locals lack experience
1123,1526944977674182656,The absence of the legislative rule of the Consultative Assembly is one of those reasons
1124,1526938562167447554,There is no sin but that he is 
1125,1526934913278156803,train your kids on grazing sheep
1126,1526934563020316675,Even the wolf 🤔🙄
1127,1526924534334488577,Since five years my salary hasn't increased and when I wanted to complain I was intimidated of moving me to another branch away from where I live. What do you think the solution is should I stay silent or as a citizen no one would protect you but god
1128,1526920464966332417,Don't make it worse (for god's sake?) I swear we are 
1129,1526914316208939013,I couldn't understand is ther job is being questioned in public like us or are they supposed to work on solutions
1130,1526904384692551680,his fault is that he is Omani 😫
1131,1526901904877436929,his fault is that we have an official who manipulated him with few decisions
1132,1526891021140885505,This question should be forwarded to our rational government.
1133,1526889121939070976,He hasn't committed any sin.. but his miserable luck made him live in a community where most ministers of his government are ''merchants'' enacting laws considering their own economical benefits first. 
1134,1526884128993443843,"Discuss this topic with the Ministry of Labour, the citizen himself doesn't know what is going on."
1135,1526883837950705666,Ask the government
1136,1526883141281095680,The weird thing is that the laid off is citizen citizen citizen and in his own country while the employee is foreigner foreigner foreigner enjoying the welfare of the country this has never happened except with us
1137,1526881236236619779,His fault is that he is Omani and all the doors are shut 
1138,1526923532487254023,"We have OCD, suicidal thoughts and desperation since a long time."
1139,1526895399121956864,"True I got OCD after I caught Corona, no sleeping nor rest to sit or move, can't taste and no food desire, headache, feeling hot for few minutes and then cold at the same time, it;s more like magic not a desease"
1140,1526855744703844359,"Most mental issues are because of not applying actual islamic codes in social, politicial  and economical life as well as fighting honest islam "
1141,1526851226666684416,I swear it's not because of corona its because of the un-safe vaccination people became terrefied from the imposed vaccination
1142,1526830621078835201,This is bullshit
